Write time: 2018-03-11 10:21:07

ID	Host_IP_Address	Host_Port	Anonymity	Type	Location	
252	118.254.149.26	3128	HTTP	高匿	湖南衡阳	78%	92%	1分钟	18-03-10 13:30	
253	115.217.19.150	61202	HTTP	高匿	浙江宁波	71%	99%	45分钟	18-03-10 13:30	
254	114.107.142.152	61202	HTTP	高匿	安徽阜阳	71%	96%	1分钟	18-03-10 13:30	
255	27.215.244.155	61202	HTTP	高匿	山东	98%	95%	1分钟	18-03-10 13:30	
256	114.245.167.66	8118	HTTP	高匿	北京	75%	90%	4天	18-03-10 13:20	
257	14.112.76.201	61234	HTTP	高匿	广东惠州市惠东县	86%	96%	1分钟	18-03-10 13:16	
258	1.192.185.230	61202	HTTP	高匿	河南郑州	83%	96%	1分钟	18-03-10 13:15	
259	183.23.72.195	61234	HTTP	高匿	广东东莞	97%	97%	1分钟	18-03-10 13:15	
260	110.73.51.247	8123	HTTP	高匿	广西南宁	70%	87%	674天	18-03-10 13:11	
261	124.152.172.171	61202	HTTP	高匿	甘肃	74%	96%	1分钟	18-03-10 13:01	
262	110.73.50.220	8123	HTTP	高匿	广西南宁	55%	85%	1分钟	18-03-10 13:01	
263	183.143.62.164	61234	HTTP	高匿	浙江湖州	88%	97%	10分钟	18-03-10 12:40	
264	113.14.171.197	61202	HTTP	高匿	广西南宁	91%	96%	1小时	18-03-10 12:40	
265	222.208.87.229	61202	HTTP	高匿	四川泸州	91%	96%	40分钟	18-03-10 12:40	
266	182.88.135.136	9797	HTTP	透明	广西南宁	96%	99%	33分钟	18-03-10 12:33	
267	106.56.218.78	61202	HTTP	高匿	云南	88%	98%	1分钟	18-03-10 12:31	
268	123.15.168.212	61202	HTTP	高匿	河南新乡	85%	94%	1小时	18-03-10 12:31	
269	49.81.191.101	61202	HTTP	高匿	江苏徐州	88%	97%	1分钟	18-03-10 12:30	
270	123.55.83.81	61234	HTTP	高匿	河南新乡	70%	97%	1分钟	18-03-10 12:30	
271	121.31.102.37	8123	HTTP	高匿	广西防城港	57%	86%	543天	18-03-10 12:22	
272	183.144.200.227	61202	HTTP	高匿	浙江绍兴	87%	97%	5分钟	18-03-10 12:20	
273	115.226.105.96	61202	HTTP	高匿	浙江绍兴	85%	95%	4分钟	18-03-10 12:20	
274	27.19.86.204	61202	HTTP	高匿	湖北武汉	81%	91%	1分钟	18-03-10 12:15	
275	1.199.189.161	61234	HTTP	高匿	河南三门峡	98%	95%	1分钟	18-03-10 12:15	
276	119.123.179.36	9000	HTTP	透明	广东深圳	75%	98%	5天	18-03-10 12:02	
277	106.113.243.7	9999	HTTP	透明	河北	90%	96%	108天	18-03-10 11:45	
278	123.163.133.224	61234	HTTP	高匿	河南开封	90%	98%	34分钟	18-03-10 11:34	
279	116.231.245.141	8118	HTTP	高匿	上海	95%	98%	10小时	18-03-10 11:34	
